Agent_ID,Product_Category,Commission_Percentage
Agent_138345,Fashion,41.31
Agent_2156817,Home & Furniture,44.47
Agent_1652962,Home & Furniture,83.59
Agent_716730,Electronics,82.41
Agent_1084231,Auto & Accessories,63.61
Agent_1812838,Fashion,40.28
Agent_2362542,Electronics,17.58
Agent_1191640,Electronics,21.58
Agent_1861734,Fashion,29.77
Agent_278412,Auto & Accessories,9.42
Agent_834912,Home & Furniture,8.63
Agent_2285264,Auto & Accessories,92.81
Agent_11069,Home & Furniture,54.77
Agent_715575,Fashion,91.63
Agent_840373,Electronics,24.72
Agent_2356329,Fashion,48.94
Agent_1941564,Fashion,35.12
Agent_1979323,Fashion,22.09
Agent_1345733,Fashion,43.81
Agent_1667010,Auto & Accessories,44.34
Agent_1003366,Home & Furniture,8.56
Agent_1444612,Fashion,53.96
Agent_1203508,Electronics,16.54
Agent_1247286,Electronics,46.11
Agent_91986,Electronics,33.23
Agent_298505,Fashion,12.70
Agent_104951,Fashion,39.18
Agent_2391827,Home & Furniture,35.46
Agent_1354466,Auto & Accessories,58.29
Agent_1252656,Home & Furniture,75.50
Agent_138570,Electronics,23.36
Agent_1657687,Home & Furniture,56.49
Agent_1553709,Fashion,42.14
Agent_944971,Home & Furniture,89.70
Agent_512261,Fashion,20.99
Agent_259817,Home & Furniture,81.87
Agent_2302453,Fashion,36.89
Agent_1889728,Auto & Accessories,58.25
Agent_1207613,Home & Furniture,15.07
Agent_738187,Auto & Accessories,9.15
Agent_1364401,Home & Furniture,4.02
Agent_1753282,Auto & Accessories,23.85
Agent_1940423,Electronics,98.57
Agent_1705165,Fashion,45.10
Agent_1503175,Auto & Accessories,71.18
Agent_1065481,Fashion,73.33
Agent_1355224,Fashion,54.60
Agent_396748,Fashion,82.34
Agent_1231352,Fashion,48.74
Agent_605345,Auto & Accessories,76.40
Agent_694445,Electronics,79.39
Agent_622653,Fashion,9.25
Agent_720848,Auto & Accessories,93.47
Agent_2302441,Electronics,94.89
Agent_8521,Electronics,89.30
Agent_900696,Auto & Accessories,1.83
Agent_85145,Auto & Accessories,50.71
Agent_2266259,Electronics,24.41
Agent_1455704,Electronics,58.45
Agent_318101,Auto & Accessories,56.08
Agent_1490505,Electronics,64.57
Agent_1077464,Home & Furniture,81.88
Agent_1744233,Home & Furniture,9.75
Agent_1811615,Electronics,25.18
Agent_1592574,Fashion,36.25
Agent_386400,Electronics,62.52
Agent_1399656,Electronics,93.25
Agent_1497401,Fashion,62.98
Agent_2219406,Home & Furniture,76.81
Agent_587944,Fashion,93.48
Agent_299104,Auto & Accessories,32.00
Agent_73961,Fashion,36.55
Agent_679685,Fashion,64.03
Agent_442981,Auto & Accessories,18.23
Agent_49721,Electronics,47.03
Agent_186124,Auto & Accessories,64.00
Agent_2373471,Home & Furniture,99.86
Agent_775364,Home & Furniture,93.94
Agent_2061229,Electronics,35.53
Agent_570725,Auto & Accessories,23.59
Agent_1638189,Home & Furniture,43.60
Agent_1602633,Auto & Accessories,36.36
Agent_2299985,Electronics,7.99
Agent_2352936,Auto & Accessories,22.62
Agent_2029481,Fashion,23.09
Agent_972600,Auto & Accessories,41.11
Agent_2360120,Auto & Accessories,49.59
Agent_767335,Auto & Accessories,48.36
Agent_459685,Fashion,4.02
Agent_2003621,Fashion,62.50
Agent_2319394,Electronics,30.91
Agent_330828,Home & Furniture,48.08
Agent_1204189,Home & Furniture,4.49
Agent_954303,Electronics,42.61
Agent_159190,Home & Furniture,66.72
Agent_2328862,Electronics,46.61
Agent_1631142,Auto & Accessories,78.05
Agent_61650,Electronics,32.45
Agent_178209,Auto & Accessories,43.36
Agent_1889902,Electronics,50.08
Agent_1196042,Auto & Accessories,52.10
Agent_1546296,Auto & Accessories,90.69
Agent_249436,Home & Furniture,19.56
Agent_55863,Auto & Accessories,22.79
Agent_1811113,Auto & Accessories,29.42
Agent_1479146,Home & Furniture,7.37
Agent_2368173,Home & Furniture,96.58
Agent_2352687,Electronics,68.48
Agent_1807929,Electronics,13.14
Agent_514599,Auto & Accessories,65.91
Agent_692509,Electronics,13.51
Agent_786939,Auto & Accessories,91.42
Agent_472781,Electronics,62.15
Agent_1939410,Electronics,24.25
Agent_1344980,Fashion,92.07
Agent_2119767,Home & Furniture,56.78
Agent_1481062,Home & Furniture,53.09
Agent_10418,Home & Furniture,64.16
Agent_1328577,Auto & Accessories,4.00
Agent_1470344,Electronics,59.76
Agent_713940,Fashion,28.14
Agent_1661500,Home & Furniture,90.85
Agent_2141789,Electronics,70.81
Agent_2288947,Fashion,9.45
Agent_635602,Home & Furniture,3.01
Agent_94503,Electronics,89.04
Agent_1957777,Home & Furniture,28.54
Agent_1641616,Auto & Accessories,94.75
Agent_868024,Auto & Accessories,40.55
Agent_1225468,Auto & Accessories,93.90
Agent_2231756,Fashion,75.28
Agent_2009564,Home & Furniture,87.90
Agent_1398074,Auto & Accessories,35.86
Agent_2167560,Auto & Accessories,87.34
Agent_1857721,Fashion,24.09
Agent_1969580,Electronics,75.00
Agent_605629,Home & Furniture,56.56
Agent_1652189,Fashion,79.77
Agent_640993,Auto & Accessories,98.99
Agent_263004,Electronics,19.49
Agent_609405,Fashion,17.07
Agent_585622,Fashion,92.71
Agent_1320769,Fashion,25.16
Agent_1310296,Home & Furniture,29.12
Agent_2199432,Home & Furniture,80.23
Agent_1646249,Electronics,68.02
Agent_448354,Auto & Accessories,12.68
Agent_1709111,Auto & Accessories,89.77
Agent_2174830,Electronics,59.10
Agent_872314,Auto & Accessories,25.48
Agent_88967,Fashion,69.68
Agent_1841406,Fashion,75.61
Agent_1489,Electronics,82.04
Agent_2392216,Home & Furniture,56.94
Agent_724864,Electronics,40.31
Agent_1141139,Fashion,48.09
Agent_1030076,Auto & Accessories,66.86
Agent_2088141,Auto & Accessories,81.51
Agent_1117210,Electronics,62.70
Agent_1072145,Home & Furniture,52.52
Agent_994462,Auto & Accessories,54.96
Agent_81813,Auto & Accessories,19.98
Agent_313143,Auto & Accessories,32.96
Agent_2068687,Fashion,36.13
Agent_1168434,Fashion,19.28
Agent_955899,Home & Furniture,15.20
Agent_247315,Fashion,45.45
Agent_1726106,Fashion,89.11
Agent_395221,Fashion,48.69
Agent_273716,Home & Furniture,62.92
Agent_1974521,Electronics,81.96
Agent_1604956,Electronics,28.16
Agent_1522240,Auto & Accessories,36.99
Agent_595700,Electronics,27.20
Agent_288239,Electronics,66.26
Agent_1606502,Fashion,73.33
Agent_535773,Fashion,76.01
Agent_175348,Auto & Accessories,73.08
Agent_2344609,Auto & Accessories,10.22
Agent_523943,Electronics,3.34
Agent_1439438,Home & Furniture,69.49
Agent_1819304,Fashion,19.80
Agent_529245,Auto & Accessories,87.99
Agent_2027655,Fashion,44.11
Agent_1724800,Auto & Accessories,81.22
Agent_1793823,Home & Furniture,45.59
Agent_1091195,Electronics,80.55
Agent_896833,Home & Furniture,57.37
Agent_878395,Home & Furniture,41.12
Agent_949020,Auto & Accessories,53.93
Agent_209314,Home & Furniture,3.30
Agent_526263,Fashion,45.01
Agent_1142629,Auto & Accessories,97.34
Agent_1453223,Electronics,43.07
Agent_1920522,Fashion,27.93
Agent_2352095,Home & Furniture,59.66
Agent_1495484,Auto & Accessories,63.78
Agent_1945693,Electronics,93.99
Agent_4482,Home & Furniture,67.52
Agent_692550,Electronics,2.03
Agent_730962,Home & Furniture,37.54
Agent_1972411,Home & Furniture,68.40
Agent_2010917,Auto & Accessories,50.04
Agent_730880,Auto & Accessories,22.60
Agent_1475114,Auto & Accessories,10.84
Agent_2028384,Fashion,72.59
Agent_1501269,Electronics,22.17
Agent_1229149,Electronics,66.96
Agent_1604715,Home & Furniture,87.55
Agent_1260267,Fashion,41.86
Agent_355971,Auto & Accessories,50.76
Agent_323220,Home & Furniture,80.55
Agent_1319747,Home & Furniture,78.69
Agent_393738,Electronics,88.09
Agent_2152106,Home & Furniture,17.52
Agent_291757,Home & Furniture,15.85
Agent_534149,Home & Furniture,25.34
Agent_2114295,Electronics,86.12
Agent_739122,Home & Furniture,89.57
Agent_694105,Electronics,21.14
Agent_1853224,Auto & Accessories,1.74
Agent_974051,Fashion,53.62
Agent_2367407,Home & Furniture,33.06
Agent_1994906,Home & Furniture,33.28
Agent_1010996,Home & Furniture,48.76
Agent_1454256,Home & Furniture,79.83
Agent_1225356,Auto & Accessories,89.59
Agent_338912,Home & Furniture,4.48
Agent_1946680,Auto & Accessories,96.80
Agent_2232585,Auto & Accessories,46.92
Agent_645005,Electronics,70.66
Agent_1243111,Electronics,39.03
Agent_2081010,Electronics,60.91
Agent_225301,Electronics,16.63
Agent_1139505,Auto & Accessories,32.83
Agent_2272689,Home & Furniture,60.65
Agent_915571,Electronics,70.83
Agent_3060,Fashion,26.94
Agent_55905,Electronics,12.20
Agent_2380183,Auto & Accessories,64.77
Agent_1872738,Home & Furniture,59.57
Agent_1849689,Home & Furniture,88.62
Agent_800296,Fashion,71.23
Agent_1710133,Electronics,20.41
Agent_1048854,Fashion,86.80
Agent_412512,Auto & Accessories,7.59
Agent_751074,Electronics,93.79
Agent_1536578,Electronics,30.47
Agent_1885008,Auto & Accessories,56.25
Agent_719460,Home & Furniture,27.21
Agent_2188974,Fashion,96.36
Agent_1702305,Auto & Accessories,56.89
Agent_2175214,Home & Furniture,34.74
Agent_1914363,Fashion,92.85
Agent_414042,Home & Furniture,91.86
Agent_1831635,Fashion,50.39
Agent_808412,Home & Furniture,10.32
Agent_840920,Electronics,30.82
Agent_1625105,Home & Furniture,43.85
Agent_1200617,Home & Furniture,48.96
Agent_445491,Fashion,96.24
Agent_24804,Home & Furniture,15.23
Agent_254712,Home & Furniture,27.07
Agent_558709,Home & Furniture,16.99
Agent_1502309,Electronics,13.51
Agent_607650,Auto & Accessories,98.47
Agent_368963,Home & Furniture,21.04
Agent_893844,Fashion,7.99
Agent_2137602,Auto & Accessories,42.96
Agent_1494755,Electronics,47.38
Agent_2386804,Fashion,23.99
Agent_1024270,Fashion,46.58
Agent_1927730,Fashion,72.57
Agent_1915809,Fashion,30.81
Agent_1726445,Home & Furniture,79.11
Agent_340528,Home & Furniture,67.51
Agent_1450099,Auto & Accessories,3.91
Agent_1239377,Auto & Accessories,78.37
Agent_2315178,Fashion,11.58
Agent_1171011,Home & Furniture,76.35
Agent_615002,Home & Furniture,34.80
Agent_1806382,Fashion,50.69
Agent_2191160,Home & Furniture,85.81
Agent_1822524,Auto & Accessories,13.33
Agent_2371466,Electronics,98.28
Agent_963266,Electronics,64.41
Agent_1979503,Fashion,30.76
Agent_411262,Fashion,99.38
Agent_1800986,Auto & Accessories,5.70
Agent_1536648,Fashion,24.60
Agent_2196348,Auto & Accessories,10.81
Agent_595006,Fashion,44.58
Agent_212510,Auto & Accessories,58.05
Agent_1282980,Fashion,89.81
Agent_1176829,Fashion,57.95
Agent_931807,Electronics,2.20
Agent_1978415,Electronics,36.36
Agent_456671,Home & Furniture,32.72
Agent_772990,Electronics,25.33
Agent_1081385,Electronics,36.47
Agent_1679857,Home & Furniture,4.54
Agent_1995354,Electronics,88.03
Agent_591506,Home & Furniture,72.27
Agent_1122250,Auto & Accessories,49.79
Agent_1657757,Fashion,37.79
Agent_59360,Fashion,40.56
Agent_1539357,Home & Furniture,78.04
Agent_1709515,Home & Furniture,93.60
Agent_652214,Auto & Accessories,37.64
Agent_428703,Auto & Accessories,9.45
Agent_756550,Electronics,86.91
Agent_1979,Electronics,99.24
Agent_1885144,Home & Furniture,57.48
Agent_121147,Fashion,70.27
Agent_1975712,Home & Furniture,43.26
Agent_242731,Electronics,23.36
Agent_732000,Auto & Accessories,18.59
Agent_1987636,Auto & Accessories,11.74
Agent_5403,Home & Furniture,45.24
Agent_2127968,Electronics,31.72
Agent_110267,Electronics,60.21
Agent_1165425,Auto & Accessories,75.16
Agent_1965634,Electronics,8.11
Agent_1986009,Electronics,32.10
Agent_1747156,Home & Furniture,36.62
Agent_697651,Home & Furniture,99.69
Agent_1860330,Electronics,29.67
Agent_1393491,Electronics,45.65
Agent_1528954,Auto & Accessories,99.35
Agent_874772,Auto & Accessories,53.66
Agent_1812061,Electronics,98.85
Agent_2039732,Fashion,5.51
Agent_512088,Auto & Accessories,30.31
Agent_411712,Electronics,63.42
Agent_808811,Home & Furniture,28.62
Agent_353197,Auto & Accessories,58.11
Agent_1968240,Electronics,56.85
Agent_427287,Electronics,65.07
Agent_993361,Auto & Accessories,62.74
Agent_802522,Electronics,7.75
Agent_293758,Fashion,84.63
Agent_359668,Auto & Accessories,47.60
Agent_1418546,Home & Furniture,56.26
Agent_812554,Auto & Accessories,53.22
Agent_805690,Auto & Accessories,41.05
Agent_1708703,Electronics,27.42
Agent_107873,Auto & Accessories,40.02
Agent_327833,Electronics,48.28
Agent_1930531,Home & Furniture,23.83
Agent_1700622,Auto & Accessories,33.60
Agent_2846,Fashion,28.65
Agent_1094107,Home & Furniture,23.32
Agent_1950554,Electronics,35.80
Agent_12599,Home & Furniture,35.17
Agent_513705,Auto & Accessories,55.70
Agent_1752396,Home & Furniture,51.71
Agent_2264865,Auto & Accessories,60.76
Agent_527025,Auto & Accessories,7.31
Agent_1749762,Electronics,88.54
Agent_2074510,Electronics,86.99
Agent_1038411,Fashion,48.79
Agent_2322730,Fashion,77.34
Agent_408339,Auto & Accessories,39.03
Agent_2214403,Auto & Accessories,60.84
Agent_488739,Auto & Accessories,6.70
Agent_474758,Electronics,9.09
Agent_2307531,Auto & Accessories,41.51
Agent_645770,Electronics,95.97
Agent_2130802,Fashion,55.35
Agent_501875,Home & Furniture,98.76
Agent_194207,Electronics,34.11
Agent_1096369,Auto & Accessories,47.14
Agent_400077,Fashion,53.55
Agent_2205466,Auto & Accessories,23.10
Agent_2354980,Auto & Accessories,46.59
Agent_1526801,Electronics,3.69
Agent_201583,Home & Furniture,26.93
Agent_2331290,Home & Furniture,68.74
Agent_1349321,Auto & Accessories,26.18
Agent_263032,Fashion,40.56
Agent_1072404,Home & Furniture,4.41
Agent_1650630,Home & Furniture,32.37
Agent_157153,Fashion,10.19
Agent_616366,Home & Furniture,75.07
Agent_1652720,Auto & Accessories,63.99
Agent_462429,Home & Furniture,79.45
Agent_287652,Auto & Accessories,94.24
Agent_730710,Electronics,24.08
Agent_1673903,Electronics,52.15
Agent_1751069,Electronics,39.34
Agent_709455,Home & Furniture,36.04
Agent_1177249,Home & Furniture,92.75
Agent_728602,Fashion,79.01
Agent_285471,Home & Furniture,74.24
Agent_305111,Auto & Accessories,37.20
Agent_893115,Home & Furniture,90.55
Agent_1959835,Fashion,84.48
Agent_1325922,Home & Furniture,82.00
Agent_1270842,Electronics,72.91
Agent_2371498,Auto & Accessories,95.65
Agent_249877,Auto & Accessories,18.71
Agent_1348968,Home & Furniture,4.32
Agent_1031266,Auto & Accessories,76.91
Agent_971073,Home & Furniture,94.44
Agent_431806,Auto & Accessories,26.03
Agent_2127049,Auto & Accessories,59.05
Agent_2336273,Home & Furniture,45.43
Agent_940633,Fashion,1.20
Agent_2288494,Auto & Accessories,57.18
Agent_689412,Home & Furniture,39.93
Agent_660756,Auto & Accessories,83.06
Agent_1204046,Home & Furniture,84.11
Agent_540800,Fashion,19.11
Agent_1001102,Home & Furniture,92.24
Agent_1856671,Fashion,18.26
Agent_1396565,Fashion,59.21
Agent_720877,Auto & Accessories,16.18
Agent_160051,Fashion,53.43
Agent_2398834,Auto & Accessories,31.37
Agent_381999,Auto & Accessories,38.66
Agent_108211,Home & Furniture,76.92
Agent_130208,Auto & Accessories,38.84
Agent_169856,Auto & Accessories,50.49
Agent_2171025,Auto & Accessories,47.49
Agent_938993,Auto & Accessories,68.70
Agent_1186061,Home & Furniture,13.88
Agent_1491070,Fashion,37.42
Agent_1896581,Home & Furniture,71.25
Agent_531834,Auto & Accessories,86.78
Agent_1644894,Electronics,15.09
Agent_1468376,Fashion,16.92
Agent_2092802,Home & Furniture,71.44
Agent_270861,Electronics,22.39
Agent_1323414,Electronics,18.03
Agent_1741952,Electronics,86.73
Agent_2248216,Fashion,83.02
Agent_911257,Electronics,39.51
Agent_1797267,Fashion,85.37
Agent_2290504,Electronics,6.99
Agent_1678634,Home & Furniture,55.71
Agent_92857,Electronics,91.98
Agent_2209249,Fashion,6.26
Agent_1494982,Electronics,41.29
Agent_939855,Home & Furniture,1.82
Agent_1352627,Auto & Accessories,49.94
Agent_1538721,Electronics,82.15
Agent_1345768,Auto & Accessories,30.45
Agent_1204992,Home & Furniture,66.38
Agent_1085702,Electronics,94.58
Agent_1756838,Electronics,5.81
Agent_681426,Home & Furniture,19.23
Agent_1410142,Home & Furniture,9.17
Agent_177248,Fashion,76.44
Agent_376514,Home & Furniture,35.39
Agent_163092,Home & Furniture,66.56
Agent_1451948,Home & Furniture,13.33
Agent_806664,Home & Furniture,85.07
Agent_2245113,Fashion,89.45
Agent_2222339,Auto & Accessories,60.47
Agent_260991,Auto & Accessories,90.16
Agent_640499,Auto & Accessories,85.71
Agent_370110,Electronics,9.74
Agent_1666492,Auto & Accessories,54.14
Agent_2324850,Fashion,85.82
Agent_1039040,Electronics,25.68
Agent_1647559,Auto & Accessories,32.26
Agent_2251824,Electronics,36.32
Agent_912172,Home & Furniture,95.78
Agent_798296,Electronics,69.46
Agent_1932247,Auto & Accessories,55.38
Agent_1886930,Fashion,17.82
Agent_1232430,Home & Furniture,27.18
Agent_2149653,Electronics,66.72
Agent_1331141,Fashion,65.26
Agent_1390146,Fashion,90.52
Agent_39895,Home & Furniture,46.38
Agent_1157579,Auto & Accessories,94.78
Agent_1460510,Electronics,7.30
Agent_683583,Home & Furniture,91.83
Agent_1178314,Auto & Accessories,72.91
Agent_2195213,Electronics,74.51
Agent_1706862,Home & Furniture,96.18
Agent_1334226,Auto & Accessories,74.40
Agent_961332,Electronics,65.67
Agent_2000601,Home & Furniture,76.06
Agent_1202286,Home & Furniture,88.59
Agent_397367,Auto & Accessories,32.50
Agent_1791973,Fashion,32.04
Agent_495515,Home & Furniture,77.94
Agent_90935,Home & Furniture,79.93
Agent_1766552,Home & Furniture,40.39
Agent_93271,Fashion,23.50
Agent_12636,Home & Furniture,33.81
Agent_1373292,Fashion,84.34
Agent_16683,Home & Furniture,19.15
Agent_1671045,Fashion,10.00
Agent_1338592,Electronics,88.02
Agent_1548953,Fashion,87.38
Agent_2157213,Electronics,49.46
Agent_825977,Fashion,87.08
Agent_2118335,Auto & Accessories,86.06
Agent_1078678,Fashion,32.58
Agent_2113437,Auto & Accessories,33.16
Agent_1166862,Fashion,47.42
Agent_2324283,Fashion,19.66
Agent_2104962,Fashion,98.56
Agent_1181505,Home & Furniture,67.56
Agent_1395361,Home & Furniture,86.24
Agent_1723020,Home & Furniture,92.69
Agent_1369860,Electronics,94.51
Agent_1068468,Auto & Accessories,3.58
Agent_929841,Fashion,87.22
Agent_592455,Fashion,88.04
Agent_901411,Fashion,21.37
Agent_2270947,Electronics,70.24
Agent_2183653,Fashion,19.68
Agent_715374,Fashion,87.08
Agent_47671,Fashion,28.74
Agent_1289124,Home & Furniture,66.29
Agent_1168414,Home & Furniture,65.74
Agent_1578081,Auto & Accessories,19.77
Agent_1235503,Auto & Accessories,24.66
Agent_2349446,Electronics,70.92
Agent_1587931,Home & Furniture,98.58
Agent_698626,Auto & Accessories,34.34
Agent_1915919,Home & Furniture,26.02
Agent_1535823,Fashion,95.35
Agent_2291793,Electronics,15.10
Agent_375565,Fashion,95.21
Agent_332289,Home & Furniture,70.55
Agent_65948,Fashion,68.19
Agent_361169,Electronics,39.68
Agent_1006656,Electronics,48.31
Agent_255975,Home & Furniture,98.72
Agent_1362753,Home & Furniture,10.51
Agent_744478,Fashion,35.39
Agent_672981,Home & Furniture,47.91
Agent_637959,Fashion,80.69
Agent_1521026,Auto & Accessories,2.38
Agent_1353901,Fashion,21.90
Agent_450856,Fashion,24.67
Agent_2078829,Auto & Accessories,42.90
Agent_1478547,Auto & Accessories,64.94
Agent_43338,Home & Furniture,62.40
Agent_93837,Electronics,65.83
Agent_1631192,Home & Furniture,69.78
Agent_1188376,Home & Furniture,30.31
Agent_674634,Home & Furniture,49.06
Agent_114266,Home & Furniture,81.57
Agent_1203539,Auto & Accessories,82.30
Agent_677669,Auto & Accessories,75.29
Agent_1203300,Fashion,19.11
Agent_1616000,Electronics,17.85
Agent_431409,Fashion,4.41
Agent_1432899,Home & Furniture,83.05
Agent_1680408,Auto & Accessories,95.55
Agent_1278734,Auto & Accessories,30.00
Agent_991679,Auto & Accessories,3.99
Agent_2149680,Fashion,2.68
Agent_1263935,Electronics,61.47
Agent_322368,Home & Furniture,43.61
Agent_1613751,Fashion,52.26
Agent_1124302,Fashion,48.64
Agent_543113,Fashion,95.02
Agent_597419,Home & Furniture,94.34
Agent_1829066,Electronics,71.67
Agent_598364,Fashion,62.69
Agent_1492204,Home & Furniture,96.37
Agent_2307940,Auto & Accessories,78.38
Agent_1343813,Auto & Accessories,79.59
Agent_1096759,Home & Furniture,13.87
Agent_646203,Home & Furniture,54.39
Agent_819212,Fashion,55.55
Agent_1408399,Fashion,65.28
Agent_1251475,Home & Furniture,52.21
Agent_1645308,Home & Furniture,43.44
Agent_1939710,Auto & Accessories,52.10
Agent_2329383,Auto & Accessories,83.69
Agent_943639,Auto & Accessories,38.56
Agent_2400957,Electronics,12.01
Agent_634563,Auto & Accessories,88.39
Agent_77718,Fashion,77.75
Agent_1050636,Auto & Accessories,27.18
Agent_899208,Fashion,82.52
Agent_2305033,Fashion,18.72
Agent_2149075,Fashion,79.37
Agent_928665,Auto & Accessories,83.86
Agent_1302703,Electronics,34.15
Agent_2063399,Home & Furniture,19.01
Agent_896742,Electronics,6.76
Agent_1400666,Fashion,9.46
Agent_2125387,Fashion,19.20
Agent_262078,Auto & Accessories,27.69
Agent_2228565,Home & Furniture,80.30
Agent_96955,Electronics,86.85
Agent_758133,Auto & Accessories,57.88
Agent_1110255,Electronics,96.79
Agent_1245665,Home & Furniture,41.94
Agent_1047192,Electronics,53.06
Agent_925703,Home & Furniture,32.79
Agent_2359806,Home & Furniture,7.81
Agent_1638716,Auto & Accessories,16.92
Agent_425616,Electronics,71.41
Agent_1393307,Home & Furniture,73.83
Agent_822220,Electronics,86.75
Agent_537417,Auto & Accessories,7.33
Agent_16067,Fashion,84.11
Agent_1498691,Auto & Accessories,30.64
Agent_791884,Home & Furniture,56.05
Agent_749212,Electronics,7.18
Agent_1528460,Home & Furniture,66.82
Agent_1651528,Auto & Accessories,41.59
Agent_1432776,Electronics,99.59
Agent_1527628,Fashion,37.05
Agent_1656252,Electronics,13.19
Agent_232276,Home & Furniture,69.81
Agent_886264,Fashion,84.30
Agent_1349826,Home & Furniture,64.15
Agent_1500767,Auto & Accessories,65.12
Agent_1936498,Fashion,98.61
Agent_2055504,Auto & Accessories,3.74
Agent_2014170,Electronics,15.62
Agent_1082521,Electronics,16.40
Agent_278767,Auto & Accessories,31.87
Agent_501095,Home & Furniture,8.76
Agent_1666829,Fashion,89.14
Agent_1248518,Home & Furniture,67.14
Agent_1459511,Electronics,19.65
Agent_1844546,Electronics,85.70
Agent_2017418,Fashion,81.31
Agent_1389058,Home & Furniture,26.86
Agent_200831,Auto & Accessories,59.34
Agent_1838889,Electronics,48.24
Agent_272550,Fashion,62.27
Agent_1162778,Electronics,32.56
Agent_357928,Fashion,80.37
Agent_1073605,Auto & Accessories,75.88
Agent_84403,Electronics,17.53
Agent_1688342,Home & Furniture,26.59
Agent_581349,Electronics,1.57
Agent_862173,Fashion,19.15
Agent_2365845,Auto & Accessories,38.88
Agent_2229509,Fashion,11.17
Agent_1185798,Home & Furniture,46.17
Agent_198752,Electronics,39.56
Agent_704688,Home & Furniture,53.83
Agent_1834410,Fashion,54.98
Agent_2289112,Home & Furniture,51.99
Agent_496107,Auto & Accessories,2.73
Agent_1239257,Electronics,59.16
Agent_1685128,Electronics,60.10
Agent_1057180,Home & Furniture,40.94
Agent_624747,Electronics,39.73
Agent_2234438,Electronics,6.82
Agent_264521,Electronics,88.72
Agent_2299739,Fashion,92.12
Agent_1341603,Electronics,79.32
Agent_543527,Auto & Accessories,71.72
Agent_2015052,Fashion,23.13
Agent_1192822,Auto & Accessories,72.66
Agent_100291,Fashion,48.21
Agent_674062,Auto & Accessories,42.29
Agent_698174,Electronics,80.74
Agent_668715,Fashion,64.40
Agent_1105806,Auto & Accessories,55.40
Agent_1356740,Auto & Accessories,87.47
Agent_2086722,Electronics,97.35
Agent_1087478,Home & Furniture,9.22
Agent_29664,Home & Furniture,63.77
Agent_2063369,Home & Furniture,36.93
Agent_904112,Auto & Accessories,67.09
Agent_603775,Home & Furniture,39.05
Agent_1632500,Electronics,12.42
Agent_2346546,Auto & Accessories,32.52
Agent_939585,Home & Furniture,64.88
Agent_1022525,Auto & Accessories,92.95
Agent_1135809,Electronics,9.92
Agent_1177498,Fashion,25.71
Agent_2343649,Auto & Accessories,10.97
Agent_701682,Home & Furniture,13.44
Agent_1839799,Home & Furniture,41.72
Agent_265196,Auto & Accessories,84.93
Agent_2189466,Electronics,18.22
Agent_914318,Auto & Accessories,39.27
Agent_351393,Electronics,36.20
Agent_242357,Auto & Accessories,25.28
Agent_2384580,Electronics,93.61
Agent_687737,Electronics,60.21
Agent_1204009,Auto & Accessories,47.61
Agent_2351621,Auto & Accessories,64.10
Agent_411183,Fashion,59.78
Agent_145585,Fashion,29.50
Agent_767323,Auto & Accessories,52.42
Agent_963812,Auto & Accessories,58.43
Agent_1932577,Auto & Accessories,20.10
Agent_1973161,Home & Furniture,87.79
Agent_1820459,Home & Furniture,96.41
Agent_436655,Home & Furniture,78.60
Agent_668079,Fashion,54.27
Agent_1307787,Fashion,9.83
Agent_778906,Fashion,72.70
Agent_1830749,Auto & Accessories,3.05
Agent_1072361,Fashion,39.25
Agent_1467245,Electronics,61.87
Agent_1093877,Home & Furniture,33.58
Agent_1242778,Electronics,64.07
Agent_717998,Auto & Accessories,16.68
Agent_2143092,Fashion,53.30
Agent_1890485,Electronics,91.73
Agent_433533,Home & Furniture,71.40
Agent_1399341,Electronics,63.40
Agent_966621,Fashion,80.55
Agent_1644089,Auto & Accessories,6.37
Agent_226116,Fashion,75.02
Agent_512829,Electronics,49.56
Agent_1368845,Electronics,28.79
Agent_1321814,Home & Furniture,55.84
Agent_641825,Electronics,2.13
Agent_881891,Home & Furniture,2.76
Agent_442144,Electronics,97.79
Agent_1808830,Electronics,59.89
Agent_2340706,Fashion,81.18
Agent_38325,Fashion,45.83
Agent_1268757,Fashion,54.36
Agent_1806796,Fashion,12.82
Agent_1843084,Fashion,89.60
Agent_218809,Electronics,16.95
Agent_800813,Auto & Accessories,76.38
Agent_1959512,Home & Furniture,55.47
Agent_2250499,Home & Furniture,88.77
Agent_1808176,Fashion,98.66
Agent_2223485,Auto & Accessories,30.86
Agent_919933,Fashion,44.36
Agent_586529,Fashion,35.02
Agent_334161,Home & Furniture,29.92
Agent_802642,Auto & Accessories,68.71
Agent_2172727,Auto & Accessories,93.60
Agent_1552473,Electronics,21.60
Agent_436327,Electronics,87.46
Agent_1522188,Electronics,58.07
Agent_593240,Fashion,33.77
Agent_89724,Home & Furniture,75.90
Agent_126788,Electronics,70.01
Agent_75178,Electronics,25.12
Agent_315315,Auto & Accessories,3.11
Agent_1297973,Electronics,71.88
Agent_7156,Electronics,76.54
Agent_1080547,Fashion,21.05
Agent_2055032,Fashion,30.46
Agent_1379152,Auto & Accessories,48.47
Agent_1713451,Home & Furniture,16.21
Agent_1245401,Home & Furniture,81.77
Agent_1317035,Electronics,7.94
Agent_1766735,Home & Furniture,45.67
Agent_382774,Electronics,33.68
Agent_964460,Fashion,50.02
Agent_981834,Fashion,91.84
Agent_1151408,Home & Furniture,3.67
Agent_1520098,Electronics,26.67
Agent_2299617,Electronics,4.84
